Inst ID;L;mu;cvr;f;m;cs/cw;S;costs;LB 95% CI;UB 95% CI;avg short;avg waste
3594;0;2;2;100%;2;0,5;2;75,821120;7,56E+01;7,60E+01;47,4%;21,3%
3596;0;2;2;100%;2;2;4;182,818681;1,82E+02;1,83E+02;24,4%;36,2%
3598;0;2;2;100%;2;10;8;393,486332;3,92E+02;3,95E+02;7,6%;56,7%
3600;0;2;2;100%;6;0,2;4;14,286717;1,42E+01;1,44E+01;24,4%;2,9%
3601;0;2;2;100%;6;0,5;5;26,083688;2,59E+01;2,62E+01;17,9%;4,8%
3604;0;2;2;100%;6;5;11;88,090247;8,75E+01;8,86E+01;3,4%;21,9%
3605;0;2;2;100%;6;10;13;116,302129;1,15E+02;1,17E+02;2,0%;28,1%
3607;0;2;2;100%;10;0,2;7;5,933159;5,88E+00;5,98E+00;10,0%;1,1%
3608;0;2;2;100%;10;0,5;9;10,677404;1,06E+01;1,08E+01;5,8%;2,5%
3610;0;2;2;100%;10;2;11;23,383310;2,32E+01;2,36E+01;3,4%;4,8%
3611;0;2;2;100%;10;5;14;36,286676;3,59E+01;3,67E+01;1,5%;9,7%
3612;0;2;2;100%;10;10;16;48,518338;4,80E+01;4,90E+01;0,9%;13,5%
3613;0;4;0,5;0%;2;0,1;4;10,816690;1,08E+01;1,09E+01;9,2%;1,9%
3615;0;4;0,5;0%;2;0,5;4;25,588393;2,55E+01;2,57E+01;9,2%;1,9%
3616;0;4;0,5;0%;2;1;5;39,647390;3,96E+01;3,97E+01;1,0%;8,3%
3617;0;4;0,5;0%;2;2;5;43,472184;4,34E+01;4,36E+01;1,0%;8,3%
3618;0;4;0,5;0%;2;5;5;54,946566;5,48E+01;5,51E+01;1,0%;8,3%
3621;0;4;0,5;0%;6;0,2;5;4,210838;4,19E+00;4,24E+00;1,0%;0,9%
3623;0;4;0,5;0%;6;1;5;7,270673;7,23E+00;7,31E+00;1,0%;0,9%
3627;0;4;0,5;0%;10;0,1;5;0,992232;9,80E-01;1,00E+00;1,0%;0,2%
3629;0;4;0,5;0%;10;0,5;5;2,522150;2,50E+00;2,54E+00;1,0%;0,2%
3630;0;4;0,5;0%;10;1;5;4,434547;4,40E+00;4,47E+00;1,0%;0,2%
3631;0;4;0,5;0%;10;2;5;8,259341;8,20E+00;8,32E+00;1,0%;0,2%
3637;0;4;0,5;20%;2;1;5;28,156113;2,81E+01;2,82E+01;1,0%;5,8%
3639;0;4;0,5;20%;2;5;5;43,444849;4,33E+01;4,36E+01;1,0%;5,8%
3640;0;4;0,5;20%;2;10;5;62,555769;6,22E+01;6,29E+01;1,0%;5,8%
3641;0;4;0,5;20%;3;0,1;4;4,307315;4,29E+00;4,32E+00;9,2%;0,2%
3642;0;4;0,5;20%;3;0,2;5;7,032706;7,00E+00;7,07E+00;1,0%;1,6%
3644;0;4;0,5;20%;3;1;5;10,090453;1,00E+01;1,01E+01;1,0%;1,6%
3646;0;4;0,5;20%;3;5;5;25,379190;2,52E+01;2,55E+01;1,0%;1,6%
3649;0;4;0,5;20%;4;0,2;5;2,301250;2,28E+00;2,32E+00;1,0%;0,4%
3650;0;4;0,5;20%;4;0,5;5;3,447905;3,42E+00;3,47E+00;1,0%;0,4%
3651;0;4;0,5;20%;4;1;5;5,358997;5,32E+00;5,40E+00;1,0%;0,4%
3678;0;4;0,5;50%;2;0,5;5;12,167754;1,21E+01;1,22E+01;1,3%;2,3%
3679;0;4;0,5;50%;2;1;5;14,849038;1,48E+01;1,49E+01;1,3%;2,3%
3680;0;4;0,5;50%;2;2;5;20,211607;2,01E+01;2,03E+01;1,3%;2,3%
3697;0;4;0,5;80%;2;0,1;5;3,136065;3,10E+00;3,17E+00;1,0%;0,7%
3698;0;4;0,5;80%;2;0,2;5;3,519038;3,49E+00;3,55E+00;1,0%;0,7%
3699;0;4;0,5;80%;2;0,5;5;4,667960;4,63E+00;4,71E+00;1,0%;0,7%
3739;0;4;0,5;100%;2;0,1;5;1,366216;1,35E+00;1,39E+00;1,0%;0,2%
3740;0;4;0,5;100%;2;0,2;5;1,748503;1,73E+00;1,77E+00;1,0%;0,2%
3741;0;4;0,5;100%;2;0,5;5;2,895364;2,87E+00;2,92E+00;1,0%;0,2%
3762;0;4;0,7;0%;2;0,5;4;38,994746;3,89E+01;3,91E+01;13,5%;3,3%
3763;0;4;0,7;0%;2;1;5;56,415728;5,63E+01;5,65E+01;4,5%;9,2%
3764;0;4;0,7;0%;2;2;5;74,257143;7,41E+01;7,44E+01;4,5%;9,2%
3765;0;4;0,7;0%;2;5;6;99,668132;9,95E+01;9,98E+01;0,9%;17,0%
3766;0;4;0,7;0%;2;10;6;118,017033;1,18E+02;1,18E+02;0,9%;17,0%
3767;0;4;0,7;0%;3;0,1;4;8,955364;8,92E+00;8,99E+00;13,5%;1,0%
3769;0;4;0,7;0%;3;0,5;5;26,291999;2,62E+01;2,64E+01;4,5%;4,3%
3770;0;4;0,7;0%;3;1;5;35,212706;3,51E+01;3,53E+01;4,5%;4,3%
3771;0;4;0,7;0%;3;2;6;51,885852;5,18E+01;5,20E+01;0,9%;10,1%
3772;0;4;0,7;0%;3;5;6;62,895192;6,27E+01;6,31E+01;0,9%;10,1%
3773;0;4;0,7;0%;3;10;6;81,244093;8,09E+01;8,16E+01;0,9%;10,1%
3775;0;4;0,7;0%;4;0,2;4;11,980440;1,20E+01;1,20E+01;13,5%;0,3%
3776;0;4;0,7;0%;4;0,5;5;17,880460;1,78E+01;1,79E+01;4,5%;2,3%
3777;0;4;0,7;0%;4;1;5;26,801168;2,67E+01;2,69E+01;4,5%;2,3%
3778;0;4;0,7;0%;4;2;6;35,364904;3,53E+01;3,54E+01;0,9%;6,6%
3779;0;4;0,7;0%;4;5;6;46,374245;4,62E+01;4,65E+01;0,9%;6,6%
3781;0;4;0,7;0%;5;0,1;4;5,814018;5,80E+00;5,83E+00;13,5%;0,1%
3782;0;4;0,7;0%;5;0,2;5;8,552280;8,52E+00;8,58E+00;4,5%;1,3%
3783;0;4;0,7;0%;5;0,5;5;13,904705;1,39E+01;1,39E+01;4,5%;1,3%
3784;0;4;0,7;0%;5;1;6;22,731868;2,27E+01;2,28E+01;0,9%;4,6%
3786;0;4;0,7;0%;5;5;6;37,410989;3,73E+01;3,76E+01;0,9%;4,6%
3788;0;4;0,7;0%;6;0,1;5;4,700282;4,68E+00;4,73E+00;4,5%;0,8%
3789;0;4;0,7;0%;6;0,2;5;6,484423;6,46E+00;6,51E+00;4,5%;0,8%
3790;0;4;0,7;0%;6;0,5;5;11,836848;1,18E+01;1,19E+01;4,5%;0,8%
3792;0;4;0,7;0%;6;2;6;21,015453;2,09E+01;2,11E+01;0,9%;3,3%
3793;0;4;0,7;0%;6;5;6;32,024794;3,19E+01;3,22E+01;0,9%;3,3%
3795;0;4;0,7;0%;10;0,1;5;2,200625;2,19E+00;2,21E+00;4,5%;0,1%
3796;0;4;0,7;0%;10;0,2;5;3,984766;3,97E+00;4,00E+00;4,5%;0,1%
3797;0;4;0,7;0%;10;0,5;6;6,627885;6,60E+00;6,66E+00;0,9%;1,2%
3798;0;4;0,7;0%;10;1;6;8,462775;8,43E+00;8,50E+00;0,9%;1,2%
3802;0;4;0,7;20%;2;0,1;3;13,210405;1,32E+01;1,32E+01;29,4%;0,5%
3803;0;4;0,7;20%;2;0,2;4;19,721113;1,97E+01;1,98E+01;13,5%;2,5%
3805;0;4;0,7;20%;2;1;5;47,966277;4,79E+01;4,81E+01;4,5%;7,3%
3806;0;4;0,7;20%;2;2;5;65,874313;6,57E+01;6,60E+01;4,5%;7,3%
3807;0;4;0,7;20%;2;5;6;85,572527;8,54E+01;8,58E+01;1,0%;14,4%
3808;0;4;0,7;20%;2;10;6;104,641209;1,04E+02;1,05E+02;1,0%;14,4%
3809;0;4;0,7;20%;3;0,1;4;7,095893;7,07E+00;7,12E+00;13,5%;0,5%
3810;0;4;0,7;20%;3;0,2;4;12,491305;1,25E+01;1,25E+01;13,5%;0,5%
3811;0;4;0,7;20%;3;0,5;5;18,046394;1,80E+01;1,81E+01;4,5%;2,3%
3813;0;4;0,7;20%;3;2;6;34,344780;3,43E+01;3,44E+01;1,0%;6,3%
3814;0;4;0,7;20%;3;5;6;45,785989;4,56E+01;4,60E+01;1,0%;6,3%
3815;0;4;0,7;20%;3;10;7;57,531937;5,74E+01;5,77E+01;0,1%;11,8%
3816;0;4;0,7;20%;4;0,1;5;4,552411;4,52E+00;4,58E+00;4,5%;0,7%
3817;0;4;0,7;20%;4;0,2;5;6,343214;6,31E+00;6,38E+00;4,5%;0,7%
3818;0;4;0,7;20%;4;0,5;5;11,715625;1,17E+01;1,18E+01;4,5%;0,7%
3819;0;4;0,7;20%;4;1;6;14,810096;1,48E+01;1,49E+01;1,0%;2,7%
3820;0;4;0,7;20%;4;2;6;18,623832;1,85E+01;1,87E+01;1,0%;2,7%
3821;0;4;0,7;20%;4;5;7;28,661676;2,86E+01;2,87E+01;0,1%;6,2%
3822;0;4;0,7;20%;4;10;7;30,811401;3,07E+01;3,09E+01;0,1%;6,2%
3823;0;4;0,7;20%;5;0,1;5;2,618276;2,60E+00;2,64E+00;4,5%;0,2%
3824;0;4;0,7;20%;5;0,2;5;4,409080;4,39E+00;4,43E+00;4,5%;0,2%
3827;0;4;0,7;20%;5;2;6;12,036058;1,20E+01;1,21E+01;1,0%;1,1%
3828;0;4;0,7;20%;5;5;7;15,222802;1,51E+01;1,53E+01;0,1%;3,2%
3829;0;4;0,7;20%;5;10;7;17,372527;1,72E+01;1,75E+01;0,1%;3,2%
3831;0;4;0,7;20%;6;0,2;6;2,473187;2,45E+00;2,50E+00;1,0%;0,4%
3832;0;4;0,7;20%;6;0,5;6;3,617308;3,59E+00;3,65E+00;1,0%;0,4%
3833;0;4;0,7;20%;6;1;6;5,524176;5,48E+00;5,57E+00;1,0%;0,4%
3834;0;4;0,7;20%;6;2;7;7,094918;7,05E+00;7,14E+00;0,1%;1,5%
3835;0;4;0,7;20%;6;5;7;8,384753;8,32E+00;8,45E+00;0,1%;1,5%
3845;0;4;0,7;50%;2;0,2;4;15,911923;1,59E+01;1,60E+01;13,5%;1,5%
3846;0;4;0,7;50%;2;0,5;5;26,493372;2,64E+01;2,66E+01;4,5%;4,4%
3847;0;4;0,7;50%;2;1;5;35,415797;3,53E+01;3,55E+01;4,5%;4,4%
3848;0;4;0,7;50%;2;2;6;48,927953;4,88E+01;4,90E+01;0,9%;9,5%
3849;0;4;0,7;50%;2;5;6;59,987981;5,98E+01;6,02E+01;0,9%;9,5%
3850;0;4;0,7;50%;2;10;6;78,421360;7,80E+01;7,88E+01;0,9%;9,5%
3851;0;4;0,7;50%;3;0,1;5;4,094512;4,06E+00;4,12E+00;4,5%;0,6%
3852;0;4;0,7;50%;3;0,2;5;5,878997;5,84E+00;5,91E+00;4,5%;0,6%
3858;0;4;0,7;50%;4;0,1;6;1,533297;1,51E+00;1,56E+00;0,9%;0,3%
3859;0;4;0,7;50%;4;0,2;6;1,901964;1,88E+00;1,93E+00;0,9%;0,3%
3860;0;4;0,7;50%;4;0,5;6;3,007967;2,98E+00;3,04E+00;0,9%;0,3%
3886;0;4;0,7;80%;2;0,1;4;7,645103;7,61E+00;7,68E+00;13,5%;0,6%
3887;0;4;0,7;80%;2;0,2;5;11,513709;1,15E+01;1,16E+01;4,5%;2,0%
3890;0;4;0,7;80%;2;2;6;28,032898;2,79E+01;2,82E+01;1,0%;4,9%
3891;0;4;0,7;80%;2;5;6;39,495330;3,93E+01;3,97E+01;1,0%;4,9%
3892;0;4;0,7;80%;2;10;7;45,865659;4,57E+01;4,60E+01;0,1%;9,4%
3893;0;4;0,7;80%;3;0,1;6;1,724938;1,70E+00;1,75E+00;1,0%;0,3%
3894;0;4;0,7;80%;3;0,2;6;2,107019;2,08E+00;2,13E+00;1,0%;0,3%
3895;0;4;0,7;80%;3;0,5;6;3,253262;3,22E+00;3,29E+00;1,0%;0,3%
3896;0;4;0,7;80%;3;1;7;4,482212;4,44E+00;4,53E+00;0,1%;1,0%
3897;0;4;0,7;80%;3;2;7;4,912775;4,86E+00;4,96E+00;0,1%;1,0%
3898;0;4;0,7;80%;3;5;7;6,204464;6,13E+00;6,28E+00;0,1%;1,0%
3899;0;4;0,7;80%;3;10;7;8,357280;8,23E+00;8,49E+00;0,1%;1,0%
3928;0;4;0,7;100%;2;0,1;5;5,840989;5,80E+00;5,89E+00;4,5%;1,1%
3929;0;4;0,7;100%;2;0,2;5;7,624904;7,57E+00;7,68E+00;4,5%;1,1%
3930;0;4;0,7;100%;2;0,5;5;12,976648;1,29E+01;1,30E+01;4,5%;1,1%
3931;0;4;0,7;100%;2;1;6;15,057005;1,50E+01;1,51E+01;0,9%;2,8%
3970;0;4;1;0%;2;0,1;3;19,022218;1,90E+01;1,91E+01;33,7%;2,1%
3971;0;4;1;0%;2;0,2;3;32,492308;3,24E+01;3,26E+01;33,7%;2,1%
3972;0;4;1;0%;2;0,5;4;58,415110;5,83E+01;5,85E+01;19,5%;5,7%
3974;0;4;1;0%;2;2;6;121,252885;1,21E+02;1,21E+02;4,9%;17,8%
3975;0;4;1;0%;2;5;7;169,088049;1,69E+02;1,69E+02;2,1%;24,5%
3976;0;4;1;0%;2;10;8;209,256113;2,09E+02;2,10E+02;0,8%;30,8%
3978;0;4;1;0%;6;0,2;5;11,197761;1,12E+01;1,12E+01;10,2%;0,8%
3979;0;4;1;0%;6;0,5;6;20,116518;2,01E+01;2,02E+01;4,9%;2,7%
3982;0;4;1;0%;6;5;8;55,351236;5,52E+01;5,55E+01;0,8%;8,9%
3984;0;4;1;0%;10;0,1;5;4,476731;4,46E+00;4,49E+00;10,2%;0,1%
3985;0;4;1;0%;10;0,2;6;6,564327;6,54E+00;6,59E+00;4,9%;0,7%
3986;0;4;1;0%;10;0,5;6;12,397493;1,23E+01;1,24E+01;4,9%;0,7%
3987;0;4;1;0%;10;1;7;16,752060;1,67E+01;1,68E+01;2,1%;2,1%
3988;0;4;1;0%;10;2;8;23,697527;2,36E+01;2,38E+01;0,8%;4,1%
3989;0;4;1;0%;10;5;9;33,425000;3,33E+01;3,35E+01;0,3%;6,5%
3991;0;4;1;20%;2;0,1;3;18,166978;1,81E+01;1,82E+01;33,7%;1,7%
3992;0;4;1;20%;2;0,2;3;31,627775;3,16E+01;3,17E+01;33,7%;1,7%
3993;0;4;1;20%;2;0,5;4;55,404945;5,53E+01;5,55E+01;19,5%;4,9%
3994;0;4;1;20%;2;1;5;79,851442;7,97E+01;8,00E+01;10,2%;9,8%
3995;0;4;1;20%;2;2;6;110,871703;1,11E+02;1,11E+02;4,8%;15,9%
3996;0;4;1;20%;2;5;7;154,951236;1,55E+02;1,55E+02;2,1%;22,4%
3998;0;4;1;20%;3;0,1;4;12,023091;1,20E+01;1,21E+01;19,5%;1,3%
3999;0;4;1;20%;3;0,2;4;19,822280;1,98E+01;1,99E+01;19,5%;1,3%
4000;0;4;1;20%;3;0,5;5;33,971875;3,39E+01;3,41E+01;10,2%;3,6%
4003;0;4;1;20%;3;5;7;95,588255;9,53E+01;9,59E+01;2,1%;12,1%
4004;0;4;1;20%;3;10;8;114,805426;1,14E+02;1,15E+02;0,8%;17,2%
4005;0;4;1;20%;4;0,1;4;8,925288;8,90E+00;8,95E+00;19,5%;0,3%
4006;0;4;1;20%;4;0,2;5;13,130124;1,31E+01;1,32E+01;10,2%;1,4%
4007;0;4;1;20%;4;0,5;6;23,345845;2,33E+01;2,34E+01;4,8%;3,5%
4008;0;4;1;20%;4;1;6;33,038462;3,29E+01;3,32E+01;4,8%;3,5%
4009;0;4;1;20%;4;2;7;44,488736;4,43E+01;4,46E+01;2,1%;6,6%
4010;0;4;1;20%;4;5;8;62,753846;6,25E+01;6,30E+01;0,8%;10,5%
4013;0;4;1;20%;5;0,2;5;10,015632;9,98E+00;1,01E+01;10,2%;0,5%
4014;0;4;1;20%;5;0,5;6;15,961779;1,59E+01;1,60E+01;4,8%;1,6%
4015;0;4;1;20%;5;1;7;23,100069;2,30E+01;2,32E+01;2,1%;3,6%
4017;0;4;1;20%;5;5;8;43,518613;4,33E+01;4,37E+01;0,8%;6,4%
4018;0;4;1;20%;5;10;9;54,121223;5,39E+01;5,44E+01;0,3%;9,7%
4019;0;4;1;20%;6;0,1;5;4,773922;4,75E+00;4,79E+00;10,2%;0,2%
4020;0;4;1;20%;6;0,2;6;6,761937;6,73E+00;6,80E+00;4,8%;0,8%
4021;0;4;1;20%;6;0,5;7;12,043166;1,20E+01;1,21E+01;2,1%;2,0%
4023;0;4;1;20%;6;2;8;22,643407;2,25E+01;2,27E+01;0,8%;3,9%
4026;0;4;1;20%;10;0,1;7;1,378331;1,36E+00;1,39E+00;2,1%;0,1%
4027;0;4;1;20%;10;0,2;7;2,211951;2,19E+00;2,23E+00;2,1%;0,1%
4030;0;4;1;20%;10;2;9;6,483723;6,42E+00;6,54E+00;0,3%;1,0%
4033;0;4;1;50%;2;0,1;3;16,902129;1,69E+01;1,69E+01;33,7%;1,3%
4035;0;4;1;50%;2;0,5;5;48,980632;4,89E+01;4,91E+01;10,2%;7,4%
4037;0;4;1;50%;2;2;6;93,188874;9,29E+01;9,34E+01;4,9%;12,5%
4038;0;4;1;50%;2;5;7;129,896016;1,30E+02;1,30E+02;2,1%;18,4%
4039;0;4;1;50%;2;10;8;160,377885;1,60E+02;1,61E+02;0,8%;24,3%
4040;0;4;1;50%;6;0,1;7;1,446731;1,43E+00;1,47E+00;2,1%;0,2%
4042;0;4;1;50%;6;0,5;8;3,294231;3,26E+00;3,33E+00;0,8%;0,4%
4043;0;4;1;50%;6;1;9;4,853434;4,80E+00;4,90E+00;0,3%;0,9%
4054;0;4;1;80%;2;0,1;4;15,335364;1,53E+01;1,54E+01;19,5%;2,3%
4055;0;4;1;80%;2;0,2;4;23,131168;2,31E+01;2,32E+01;19,5%;2,3%
4056;0;4;1;80%;2;0,5;5;38,765694;3,86E+01;3,89E+01;10,2%;4,9%
4057;0;4;1;80%;2;1;6;55,371497;5,52E+01;5,55E+01;4,9%;8,6%
4058;0;4;1;80%;2;2;6;74,773077;7,45E+01;7,50E+01;4,9%;8,6%
4059;0;4;1;80%;2;5;7;102,375824;1,02E+02;1,03E+02;2,1%;13,4%
4062;0;4;1;80%;3;0,2;6;9,337596;9,28E+00;9,40E+00;4,9%;1,4%
4063;0;4;1;80%;3;0,5;6;15,158070;1,51E+01;1,52E+01;4,9%;1,4%
4065;0;4;1;80%;3;2;8;27,534203;2,74E+01;2,77E+01;0,8%;5,0%
4066;0;4;1;80%;3;5;8;37,311401;3,71E+01;3,76E+01;0,8%;5,0%
4067;0;4;1;80%;3;10;9;45,739011;4,55E+01;4,60E+01;0,3%;7,9%
4069;0;4;1;80%;4;0,2;7;3,403723;3,37E+00;3,44E+00;2,1%;0,4%
4071;0;4;1;80%;4;1;8;7,155701;7,09E+00;7,22E+00;0,8%;1,0%
4072;0;4;1;80%;4;2;9;9,962637;9,88E+00;1,00E+01;0,3%;1,9%
4073;0;4;1;80%;4;5;9;13,420055;1,33E+01;1,36E+01;0,3%;1,9%
4075;0;4;1;80%;5;0,1;8;0,894176;8,76E-01;9,12E-01;0,8%;0,1%
4076;0;4;1;80%;5;0,2;8;1,220082;1,20E+00;1,24E+00;0,8%;0,1%
4077;0;4;1;80%;5;0,5;9;1,929327;1,90E+00;1,96E+00;0,3%;0,3%
4078;0;4;1;80%;5;1;9;2,505563;2,47E+00;2,54E+00;0,3%;0,3%
4096;0;4;1;100%;2;0,1;4;12,751415;1,27E+01;1,28E+01;19,5%;1,5%
4097;0;4;1;100%;2;0,2;5;20,419931;2,03E+01;2,05E+01;10,2%;3,3%
4098;0;4;1;100%;2;0,5;5;32,705426;3,26E+01;3,28E+01;10,2%;3,3%
4099;0;4;1;100%;2;1;6;44,296635;4,41E+01;4,45E+01;4,9%;6,1%
4100;0;4;1;100%;2;2;7;60,381662;6,02E+01;6,06E+01;2,1%;10,0%
4101;0;4;1;100%;2;5;8;84,949931;8,47E+01;8,52E+01;0,8%;14,7%
4102;0;4;1;100%;2;10;8;101,463324;1,01E+02;1,02E+02;0,8%;14,7%
4117;0;4;1,5;0%;2;0,1;2;27,043880;2,70E+01;2,71E+01;57,1%;2,4%
4118;0;4;1,5;0%;2;0,2;3;47,183132;4,71E+01;4,73E+01;41,1%;5,7%
4119;0;4;1,5;0%;2;0,5;4;90,292720;9,01E+01;9,05E+01;28,9%;10,3%
4121;0;4;1,5;0%;2;2;6;199,699313;1,99E+02;2,00E+02;13,4%;21,1%
