Inst ID;L;mu;cvr;f;m;cs/cw;S;costs;LB 95% CI;UB 95% CI;avg short;avg waste
12001;2;1;2;50%;3;0,5;1;43,354224;4,32E+01;4,35E+01;78,4%;17,0%
12002;2;1;2;50%;3;1;3;73,845536;7,36E+01;7,41E+01;50,8%;32,3%
12003;2;1;2;50%;3;2;4;120,362019;1,20E+02;1,21E+02;42,2%;38,9%
12004;2;1;2;50%;3;5;7;214,967720;2,14E+02;2,16E+02;26,4%;53,4%
12007;2;1;2;50%;4;0,2;1;17,710179;1,77E+01;1,78E+01;77,4%;9,4%
12008;2;1;2;50%;4;0,5;2;37,641243;3,75E+01;3,78E+01;60,6%;16,1%
12009;2;1;2;50%;4;1;3;63,496566;6,32E+01;6,38E+01;48,4%;23,1%
12010;2;1;2;50%;4;2;5;102,216758;1,02E+02;1,03E+02;32,8%;35,7%
12011;2;1;2;50%;4;5;8;177,532074;1,77E+02;1,78E+02;20,2%;49,3%
12013;2;1;2;50%;5;0,1;1;8,905508;8,87E+00;8,94E+00;76,9%;5,2%
12014;2;1;2;50%;5;0,2;1;16,545220;1,65E+01;1,66E+01;76,9%;5,2%
12016;2;1;2;50%;5;1;4;55,842445;5,56E+01;5,61E+01;37,8%;22,8%
12017;2;1;2;50%;5;2;6;89,158242;8,88E+01;8,96E+01;25,8%;33,9%
12018;2;1;2;50%;5;5;9;150,684615;1,50E+02;1,51E+02;15,7%;46,4%
12020;2;1;2;50%;6;0,1;1;8,314876;8,28E+00;8,35E+00;76,6%;2,9%
12022;2;1;2;50%;6;0,5;3;30,165282;3,00E+01;3,03E+01;46,1%;11,9%
12024;2;1;2;50%;6;2;6;78,588736;7,82E+01;7,90E+01;24,7%;28,2%
12025;2;1;2;50%;6;5;10;131,166690;1,30E+02;1,32E+02;12,4%;44,4%
12027;2;1;2;50%;10;0,1;3;6,219423;6,19E+00;6,25E+00;44,7%;3,1%
12028;2;1;2;50%;10;0,2;3;10,657940;1,06E+01;1,07E+01;44,7%;3,1%
12029;2;1;2;50%;10;0,5;5;21,386882;2,13E+01;2,15E+01;27,9%;9,5%
12030;2;1;2;50%;10;1;6;34,237431;3,40E+01;3,44E+01;22,5%;13,3%
12031;2;1;2;50%;10;2;8;52,469437;5,22E+01;5,28E+01;15,1%;21,1%
12032;2;1;2;50%;10;5;12;83,627473;8,31E+01;8,42E+01;7,0%;34,5%
12036;2;1;2;80%;2;0,5;1;48,864389;4,87E+01;4,90E+01;80,6%;31,4%
12038;2;1;2;80%;2;2;4;143,273695;1,43E+02;1,44E+02;45,4%;49,4%
12039;2;1;2;80%;2;5;7;255,378709;2,54E+02;2,56E+02;28,8%;61,4%
12040;2;1;2;80%;2;10;10;372,860302;3,71E+02;3,75E+02;19,6%;69,1%
12043;2;1;2;80%;3;0,5;2;43,172184;4,30E+01;4,33E+01;62,4%;24,6%
12044;2;1;2;80%;3;1;3;72,386607;7,21E+01;7,26E+01;50,3%;31,2%
12045;2;1;2;80%;3;2;4;116,667102;1,16E+02;1,17E+02;41,2%;37,3%
12046;2;1;2;80%;3;5;8;201,584821;2,01E+02;2,03E+02;21,2%;55,1%
12047;2;1;2;80%;3;10;11;287,177747;2,86E+02;2,89E+02;13,9%;63,5%
12049;2;1;2;80%;4;0,2;1;17,850385;1,78E+01;1,79E+01;77,6%;9,8%
12050;2;1;2;80%;4;0,5;2;37,453297;3,73E+01;3,76E+01;60,7%;15,7%
12052;2;1;2;80%;4;2;5;97,582280;9,71E+01;9,80E+01;31,9%;33,6%
12053;2;1;2;80%;4;5;9;165,595879;1,65E+02;1,66E+02;16,1%;50,7%
12054;2;1;2;80%;4;10;12;230,825343;2,29E+02;2,32E+02;10,2%;59,2%
12055;2;1;2;80%;5;0,1;1;8,995556;8,96E+00;9,03E+00;77,1%;5,5%
12056;2;1;2;80%;5;0,2;2;16,357637;1,63E+01;1,64E+01;59,7%;10,1%
12057;2;1;2;80%;5;0,5;3;32,885989;3,28E+01;3,30E+01;46,9%;15,4%
12059;2;1;2;80%;5;2;6;83,658242;8,33E+01;8,41E+01;24,9%;31,4%
12062;2;1;2;80%;6;0,1;1;8,370721;8,34E+00;8,40E+00;76,8%;3,1%
12063;2;1;2;80%;6;0,2;2;14,522761;1,45E+01;1,46E+01;59,1%;6,4%
12065;2;1;2;80%;6;1;5;47,245948;4,70E+01;4,75E+01;29,3%;20,5%
12066;2;1;2;80%;6;2;6;73,166964;7,28E+01;7,36E+01;23,9%;25,3%
12067;2;1;2;80%;6;5;10;119,208310;1,18E+02;1,20E+02;11,4%;41,6%
12068;2;1;2;80%;6;10;13;161,544437;1,60E+02;1,63E+02;6,7%;50,5%
12070;2;1;2;80%;10;0,2;4;9,891909;9,84E+00;9,95E+00;34,9%;4,4%
12072;2;1;2;80%;10;1;7;30,337157;3,02E+01;3,05E+01;17,8%;13,4%
12074;2;1;2;80%;10;5;12;71,845124;7,13E+01;7,24E+01;6,4%;30,1%
12075;2;1;2;80%;10;10;15;94,704602;9,39E+01;9,55E+01;3,5%;38,5%
12079;2;1;2;100%;2;1;2;86,983791;8,67E+01;8,73E+01;66,1%;38,4%
12080;2;1;2;100%;2;2;4;141,695604;1,41E+02;1,42E+02;45,0%;48,6%
12081;2;1;2;100%;2;5;7;246,644231;2,46E+02;2,48E+02;27,5%;60,3%
12082;2;1;2;100%;2;10;10;354,935165;3,53E+02;3,57E+02;18,1%;68,1%
12085;2;1;2;100%;3;0,5;2;43,566346;4,34E+01;4,37E+01;62,9%;24,8%
12086;2;1;2;100%;3;1;3;72,344574;7,21E+01;7,26E+01;50,6%;30,8%
12087;2;1;2;100%;3;2;5;114,407074;1,14E+02;1,15E+02;33,9%;41,5%
12088;2;1;2;100%;3;5;8;193,685096;1,93E+02;1,95E+02;20,3%;53,8%
12089;2;1;2;100%;3;10;11;272,103159;2,71E+02;2,74E+02;12,8%;62,4%
12092;2;1;2;100%;4;0,5;2;37,838015;3,77E+01;3,80E+01;61,3%;15,9%
12093;2;1;2;100%;4;1;4;61,353915;6,11E+01;6,16E+01;39,0%;27,0%
12094;2;1;2;100%;4;2;5;95,626648;9,52E+01;9,61E+01;31,7%;32,2%
12095;2;1;2;100%;4;5;9;158,107486;1,57E+02;1,59E+02;15,4%;49,1%
12096;2;1;2;100%;4;10;12;218,407143;2,17E+02;2,20E+02;9,5%;57,9%
12097;2;1;2;100%;5;0,1;1;9,191319;9,16E+00;9,22E+00;77,5%;6,1%
12098;2;1;2;100%;5;0,2;2;16,475316;1,64E+01;1,65E+01;60,3%;10,1%
12099;2;1;2;100%;5;0,5;3;32,700103;3,26E+01;3,28E+01;47,3%;14,8%
12100;2;1;2;100%;5;1;4;52,780426;5,25E+01;5,30E+01;37,6%;19,7%
12101;2;1;2;100%;5;2;6;80,694162;8,03E+01;8,11E+01;24,7%;29,6%
12104;2;1;2;100%;6;0,1;1;8,518365;8,49E+00;8,55E+00;77,2%;3,5%
12105;2;1;2;100%;6;0,2;2;14,626497;1,46E+01;1,47E+01;59,7%;6,3%
12107;2;1;2;100%;6;1;5;45,484409;4,53E+01;4,57E+01;29,3%;18,8%
12108;2;1;2;100%;6;2;7;69,450893;6,91E+01;6,98E+01;19,4%;27,7%
12109;2;1;2;100%;6;5;10;112,463462;1,12E+02;1,13E+02;11,0%;39,4%
12110;2;1;2;100%;6;10;13;152,364148;1,51E+02;1,53E+02;6,4%;48,6%
12111;2;1;2;100%;10;0,1;3;5,603207;5,57E+00;5,64E+00;45,4%;1,9%
12112;2;1;2;100%;10;0,2;4;9,371868;9,32E+00;9,43E+00;35,3%;3,5%
12113;2;1;2;100%;10;0,5;6;17,850240;1,77E+01;1,80E+01;22,1%;8,1%
12114;2;1;2;100%;10;1;7;27,754396;2,76E+01;2,79E+01;17,7%;11,0%
12115;2;1;2;100%;10;2;9;41,478709;4,12E+01;4,18E+01;11,6%;17,3%
12116;2;1;2;100%;10;5;12;65,480357;6,49E+01;6,60E+01;6,3%;26,8%
12117;2;1;2;100%;10;10;15;86,880975;8,61E+01;8,77E+01;3,4%;35,3%
12118;2;2;0,5;0%;2;0,1;4;10,432342;1,04E+01;1,05E+01;36,7%;2,4%
12119;2;2;0,5;0%;2;0,2;4;17,766607;1,77E+01;1,78E+01;36,7%;2,4%
12120;2;2;0,5;0%;2;0,5;5;33,862466;3,38E+01;3,39E+01;24,7%;5,7%
12121;2;2;0,5;0%;2;1;6;52,503228;5,24E+01;5,26E+01;16,0%;10,9%
12122;2;2;0,5;0%;2;2;7;79,633860;7,94E+01;7,99E+01;10,6%;17,2%
12124;2;2;0,5;0%;2;10;10;184,516003;1,84E+02;1,85E+02;4,1%;34,9%
12125;2;2;0,5;0%;6;0,1;6;3,879746;3,86E+00;3,90E+00;10,6%;1,0%
12126;2;2;0,5;0%;6;0,2;6;6,006951;5,98E+00;6,03E+00;10,6%;1,0%
12127;2;2;0,5;0%;6;0,5;7;12,174519;1,21E+01;1,22E+01;4,5%;3,9%
12128;2;2;0,5;0%;6;1;7;16,676099;1,66E+01;1,67E+01;4,5%;3,9%
12130;2;2;0,5;0%;6;5;8;37,186607;3,70E+01;3,74E+01;1,9%;8,4%
12133;2;2;0,5;0%;10;0,2;7;3,962431;3,94E+00;3,98E+00;3,6%;1,3%
12134;2;2;0,5;0%;10;0,5;7;6,148558;6,12E+00;6,18E+00;3,6%;1,3%
12135;2;2;0,5;0%;10;1;7;9,792102;9,75E+00;9,84E+00;3,6%;1,3%
12136;2;2;0,5;0%;10;2;8;13,156113;1,31E+01;1,32E+01;1,1%;4,3%
12137;2;2;0,5;0%;10;5;8;19,647321;1,95E+01;1,98E+01;1,1%;4,3%
12138;2;2;0,5;0%;10;10;9;25,259135;2,51E+01;2,54E+01;0,4%;8,0%
12181;2;2;0,5;50%;2;0,1;5;8,501229;8,46E+00;8,54E+00;22,4%;2,5%
12182;2;2;0,5;50%;2;0,2;5;12,978970;1,29E+01;1,30E+01;22,4%;2,5%
12184;2;2;0,5;50%;2;1;7;32,621841;3,25E+01;3,28E+01;5,9%;9,9%
12186;2;2;0,5;50%;2;5;8;68,205426;6,79E+01;6,85E+01;3,0%;16,4%
12187;2;2;0,5;50%;2;10;9;91,489560;9,10E+01;9,20E+01;1,6%;22,9%
12189;2;2;0,5;50%;6;0,2;8;1,034560;1,02E+00;1,05E+00;0,8%;0,4%
12192;2;2;0,5;50%;6;2;9;3,096016;3,06E+00;3,13E+00;0,1%;1,3%
12193;2;2;0,5;50%;6;5;9;3,771016;3,71E+00;3,83E+00;0,1%;1,3%
12194;2;2;0,5;50%;6;10;9;4,896016;4,80E+00;4,99E+00;0,1%;1,3%
12244;2;2;0,5;100%;2;0,1;6;5,440453;5,41E+00;5,48E+00;10,4%;1,8%
12245;2;2;0,5;100%;2;0,2;6;7,522734;7,48E+00;7,56E+00;10,4%;1,8%
12247;2;2;0,5;100%;2;1;7;15,664217;1,56E+01;1,57E+01;3,6%;4,2%
12248;2;2;0,5;100%;2;2;8;21,466896;2,14E+01;2,15E+01;0,6%;8,7%
12249;2;2;0,5;100%;2;5;8;25,334959;2,52E+01;2,55E+01;0,6%;8,7%
12250;2;2;0,5;100%;2;10;8;31,781731;3,16E+01;3,20E+01;0,6%;8,7%
12265;2;2;0,7;0%;2;0,1;3;13,497321;1,35E+01;1,35E+01;53,3%;2,9%
12266;2;2;0,7;0%;2;0,2;4;23,696937;2,36E+01;2,38E+01;40,5%;5,9%
12269;2;2;0,7;0%;2;2;7;110,203709;1,10E+02;1,11E+02;16,5%;21,0%
12270;2;2;0,7;0%;2;5;9;180,930495;1,80E+02;1,82E+02;9,7%;31,8%
12271;2;2;0,7;0%;2;10;12;255,913874;2,55E+02;2,57E+02;5,1%;44,6%
12272;2;2;0,7;0%;3;0,1;4;10,360144;1,03E+01;1,04E+01;38,9%;2,1%
12273;2;2;0,7;0%;3;0,2;4;18,140275;1,81E+01;1,82E+01;38,9%;2,1%
12275;2;2;0,7;0%;3;1;6;53,988805;5,39E+01;5,41E+01;19,1%;8,9%
12277;2;2;0,7;0%;3;5;9;129,968338;1,30E+02;1,30E+02;7,0%;24,5%
12281;2;2;0,7;0%;4;0,5;6;24,851065;2,48E+01;2,49E+01;16,8%;4,6%
12282;2;2;0,7;0%;4;1;7;37,874107;3,78E+01;3,80E+01;10,5%;8,6%
12283;2;2;0,7;0%;4;2;8;55,490591;5,53E+01;5,57E+01;6,6%;13,5%
12285;2;2;0,7;0%;4;10;10;118,896497;1,18E+02;1,20E+02;3,0%;23,5%
12286;2;2;0,7;0%;5;0,1;5;6,497905;6,48E+00;6,52E+00;25,7%;0,9%
12288;2;2;0,7;0%;5;0,5;7;20,875412;2,08E+01;2,09E+01;9,4%;5,9%
12289;2;2;0,7;0%;5;1;7;30,301786;3,02E+01;3,04E+01;9,4%;5,9%
12291;2;2;0,7;0%;5;5;9;67,421909;6,71E+01;6,77E+01;3,3%;15,0%
12292;2;2;0,7;0%;5;10;10;91,066964;9,06E+01;9,16E+01;2,1%;19,7%
12294;2;2;0,7;0%;6;0,2;6;9,106099;9,07E+00;9,14E+00;15,6%;1,7%
12295;2;2;0,7;0%;6;0,5;7;16,887225;1,68E+01;1,69E+01;8,8%;4,2%
12296;2;2;0,7;0%;6;1;7;25,722390;2,56E+01;2,58E+01;8,8%;4,2%
12297;2;2;0,7;0%;6;2;8;35,916896;3,58E+01;3,60E+01;4,8%;8,0%
12298;2;2;0,7;0%;6;5;9;55,035508;5,48E+01;5,53E+01;2,7%;12,4%
12299;2;2;0,7;0%;6;10;11;74,567102;7,42E+01;7,49E+01;1,1%;21,0%
12300;2;2;0,7;0%;10;0,1;6;3,433056;3,42E+00;3,45E+00;15,1%;0,2%
12302;2;2;0,7;0%;10;0,5;7;10,025103;9,98E+00;1,01E+01;7,8%;1,2%
12304;2;2;0,7;0%;10;2;9;20,218475;2,01E+01;2,03E+01;1,6%;6,6%
12305;2;2;0,7;0%;10;5;10;30,029602;2,99E+01;3,02E+01;0,8%;10,1%
12306;2;2;0,7;0%;10;10;10;37,788187;3,75E+01;3,80E+01;0,8%;10,1%
12351;2;2;0,7;50%;2;0,5;6;38,517376;3,84E+01;3,86E+01;19,0%;10,7%
12352;2;2;0,7;50%;2;1;7;56,605563;5,64E+01;5,68E+01;12,4%;15,4%
12353;2;2;0,7;50%;2;2;8;79,151168;7,89E+01;7,94E+01;7,9%;20,5%
12354;2;2;0,7;50%;2;5;9;116,564354;1,16E+02;1,17E+02;5,0%;25,9%
12356;2;2;0,7;50%;3;0,1;5;8,523029;8,49E+00;8,56E+00;26,2%;2,2%
12357;2;2;0,7;50%;3;0,2;5;13,764121;1,37E+01;1,38E+01;26,2%;2,2%
12358;2;2;0,7;50%;3;0,5;7;23,703228;2,36E+01;2,38E+01;9,5%;7,3%
12359;2;2;0,7;50%;3;1;7;33,187019;3,31E+01;3,33E+01;9,5%;7,3%
12360;2;2;0,7;50%;3;2;8;44,909066;4,47E+01;4,51E+01;5,1%;11,4%
12361;2;2;0,7;50%;3;5;9;65,159684;6,49E+01;6,55E+01;2,8%;16,2%
12362;2;2;0,7;50%;3;10;10;84,490316;8,41E+01;8,49E+01;1,6%;21,2%
12363;2;2;0,7;50%;4;0,1;6;5,660893;5,63E+00;5,69E+00;15,4%;1,5%
12364;2;2;0,7;50%;4;0,2;6;8,747404;8,71E+00;8,79E+00;15,4%;1,5%
12365;2;2;0,7;50%;4;0,5;7;14,215591;1,41E+01;1,43E+01;8,2%;3,2%
12366;2;2;0,7;50%;4;1;8;19,668750;1,96E+01;1,98E+01;3,8%;5,9%
12368;2;2;0,7;50%;4;5;9;36,755151;3,65E+01;3,70E+01;1,6%;9,7%
12369;2;2;0,7;50%;4;10;10;45,508036;4,52E+01;4,58E+01;0,7%;14,0%
12370;2;2;0,7;50%;5;0,1;6;3,925591;3,90E+00;3,95E+00;15,1%;0,5%
12372;2;2;0,7;50%;5;0,5;8;9,125034;9,07E+00;9,18E+00;3,3%;2,9%
12373;2;2;0,7;50%;5;1;8;12,382005;1,23E+01;1,25E+01;3,3%;2,9%
12374;2;2;0,7;50%;5;2;9;16,075343;1,60E+01;1,62E+01;1,1%;5,5%
12375;2;2;0,7;50%;5;5;9;22,916827;2,27E+01;2,31E+01;1,1%;5,5%
12377;2;2;0,7;50%;6;0,1;7;2,504073;2,48E+00;2,53E+00;7,5%;0,5%
12378;2;2;0,7;50%;6;0,2;8;3,901387;3,87E+00;3,94E+00;3,0%;1,4%
12380;2;2;0,7;50%;6;1;9;7,893956;7,84E+00;7,95E+00;1,0%;2,9%
12381;2;2;0,7;50%;6;2;9;9,797321;9,72E+00;9,88E+00;1,0%;2,9%
12382;2;2;0,7;50%;6;5;10;13,647115;1,36E+01;1,37E+01;0,2%;5,3%
12383;2;2;0,7;50%;6;10;10;16,045467;1,59E+01;1,62E+01;0,2%;5,3%
12385;2;2;0,7;50%;10;0,2;9;0,558846;5,47E-01;5,71E-01;0,8%;0,1%
12388;2;2;0,7;50%;10;2;10;1,272253;1,24E+00;1,30E+00;0,1%;0,4%
12433;2;2;0,7;100%;2;0,1;4;10,092919;1,01E+01;1,01E+01;38,5%;1,9%
12434;2;2;0,7;100%;2;0,2;5;15,480604;1,54E+01;1,55E+01;26,1%;3,3%
12435;2;2;0,7;100%;2;0,5;6;25,633139;2,55E+01;2,57E+01;15,9%;5,5%
12436;2;2;0,7;100%;2;1;7;34,194025;3,41E+01;3,43E+01;8,5%;8,6%
12437;2;2;0,7;100%;2;2;8;43,322184;4,32E+01;4,35E+01;3,7%;12,9%
12440;2;2;0,7;100%;3;0,1;6;4,943908;4,91E+00;4,98E+00;15,1%;1,1%
12441;2;2;0,7;100%;3;0,2;7;7,340810;7,29E+00;7,39E+00;7,6%;2,3%
12442;2;2;0,7;100%;3;0,5;8;11,749622;1,17E+01;1,18E+01;3,0%;4,3%
12443;2;2;0,7;100%;3;1;8;14,791621;1,47E+01;1,49E+01;3,0%;4,3%
12444;2;2;0,7;100%;3;2;9;19,301992;1,92E+01;1,94E+01;0,9%;7,4%
12445;2;2;0,7;100%;3;5;9;24,608860;2,44E+01;2,48E+01;0,9%;7,4%
12447;2;2;0,7;100%;4;0,1;7;2,356999;2,33E+00;2,38E+00;7,5%;0,5%
12448;2;2;0,7;100%;4;0,2;8;3,338874;3,30E+00;3,38E+00;2,9%;1,1%
12449;2;2;0,7;100%;4;0,5;8;5,082212;5,03E+00;5,13E+00;2,9%;1,1%
12450;2;2;0,7;100%;4;1;9;6,395604;6,33E+00;6,46E+00;0,8%;2,4%
12451;2;2;0,7;100%;4;2;9;8,007967;7,93E+00;8,09E+00;0,8%;2,4%
12452;2;2;0,7;100%;4;5;10;10,537088;1,05E+01;1,06E+01;0,1%;4,4%
12455;2;2;0,7;100%;5;0,2;9;1,487596;1,46E+00;1,51E+00;0,8%;0,6%
12456;2;2;0,7;100%;5;0,5;9;1,960199;1,93E+00;1,99E+00;0,8%;0,6%
12457;2;2;0,7;100%;5;1;9;2,747871;2,71E+00;2,79E+00;0,8%;0,6%
12459;2;2;0,7;100%;5;5;10;4,018269;3,95E+00;4,09E+00;0,1%;1,3%
12460;2;2;0,7;100%;5;10;10;5,326648;5,22E+00;5,44E+00;0,1%;1,3%
12461;2;2;0,7;100%;6;0,1;9;0,392246;3,81E-01;4,04E-01;0,8%;0,1%
12462;2;2;0,7;100%;6;0,2;9;0,549258;5,36E-01;5,62E-01;0,8%;0,1%
12464;2;2;0,7;100%;6;1;10;0,902129;8,79E-01;9,25E-01;0,1%;0,3%
12475;2;2;1;0%;2;0,1;2;16,562088;1,65E+01;1,66E+01;69,8%;4,1%
12476;2;2;1;0%;2;0,2;3;29,642747;2,96E+01;2,97E+01;56,9%;7,4%
12477;2;2;1;0%;2;0,5;4;60,065488;5,99E+01;6,02E+01;45,9%;11,6%
12478;2;2;1;0%;2;1;6;97,637981;9,74E+01;9,79E+01;29,7%;21,4%
12479;2;2;1;0%;2;2;7;150,757486;1,50E+02;1,51E+02;24,1%;26,4%
12481;2;2;1;0%;2;10;13;353,480907;3,52E+02;3,55E+02;8,6%;49,8%
12483;2;2;1;0%;6;0,2;6;13,669890;1,36E+01;1,37E+01;22,1%;3,0%
12485;2;2;1;0%;6;1;8;38,769231;3,87E+01;3,89E+01;10,7%;8,9%
12486;2;2;1;0%;6;2;9;56,275687;5,61E+01;5,65E+01;7,4%;12,7%
12487;2;2;1;0%;6;5;11;86,297596;8,59E+01;8,66E+01;3,7%;20,4%
12488;2;2;1;0%;6;10;12;115,873970;1,15E+02;1,17E+02;2,7%;24,0%
12489;2;2;1;0%;10;0,1;6;5,140288;5,12E+00;5,16E+00;21,3%;0,6%
12491;2;2;1;0%;10;0,5;8;15,469505;1,54E+01;1,55E+01;9,1%;3,4%
12492;2;2;1;0%;10;1;9;23,160027;2,31E+01;2,32E+01;5,7%;5,8%
12493;2;2;1;0%;10;2;10;32,911126;3,28E+01;3,30E+01;3,6%;8,7%
12496;2;2;1;20%;2;0,1;2;16,381525;1,63E+01;1,64E+01;69,7%;3,9%
12497;2;2;1;20%;2;0,2;3;29,032610;2,90E+01;2,91E+01;56,6%;6,9%
12498;2;2;1;20%;2;0,5;4;58,402507;5,83E+01;5,85E+01;45,4%;10,7%
12499;2;2;1;20%;2;1;6;92,561538;9,23E+01;9,28E+01;28,6%;19,9%
12500;2;2;1;20%;2;2;8;140,951236;1,41E+02;1,41E+02;18,2%;29,4%
12501;2;2;1;20%;2;5;10;228,474519;2,28E+02;2,29E+02;12,1%;38,0%
12502;2;2;1;20%;2;10;13;316,219162;3,15E+02;3,18E+02;7,1%;48,5%
12503;2;2;1;20%;3;0,1;3;13,013970;1,30E+01;1,30E+01;55,3%;2,1%
12504;2;2;1;20%;3;0,2;4;22,429011;2,24E+01;2,25E+01;43,2%;4,3%
12506;2;2;1;20%;3;1;7;67,880426;6,77E+01;6,81E+01;19,0%;15,6%
12507;2;2;1;20%;3;2;8;100,750962;1,00E+02;1,01E+02;14,5%;20,1%
12508;2;2;1;20%;3;5;10;160,844780;1,60E+02;1,61E+02;8,7%;28,9%
12509;2;2;1;20%;3;10;13;219,504052;2,19E+02;2,20E+02;4,6%;40,2%
12510;2;2;1;20%;4;0,1;4;10,364821;1,03E+01;1,04E+01;42,3%;1,6%
12511;2;2;1;20%;4;0,2;5;17,474121;1,74E+01;1,75E+01;31,6%;3,4%
12512;2;2;1;20%;4;0,5;6;32,970948;3,29E+01;3,31E+01;23,0%;6,1%
12513;2;2;1;20%;4;1;7;50,403571;5,03E+01;5,06E+01;16,5%;9,5%
12514;2;2;1;20%;4;2;9;72,520467;7,23E+01;7,27E+01;8,4%;17,6%
12516;2;2;1;20%;4;10;13;148,583173;1,48E+02;1,49E+02;2,6%;33,4%
12519;2;2;1;20%;5;0,5;7;26,123455;2,60E+01;2,62E+01;15,4%;6,0%
12520;2;2;1;20%;5;1;8;39,134066;3,90E+01;3,93E+01;10,5%;9,2%
12521;2;2;1;20%;5;2;9;55,934753;5,57E+01;5,61E+01;7,1%;12,9%
12522;2;2;1;20%;5;5;11;84,053091;8,37E+01;8,44E+01;3,3%;20,8%
12524;2;2;1;20%;6;0,1;5;7,296662;7,27E+00;7,32E+00;30,7%;0,8%
12525;2;2;1;20%;6;0,2;6;11,798393;1,18E+01;1,18E+01;21,7%;2,0%
12527;2;2;1;20%;6;1;8;31,886538;3,18E+01;3,20E+01;9,7%;6,4%
12529;2;2;1;20%;6;5;11;66,779808;6,65E+01;6,71E+01;2,7%;16,8%
12530;2;2;1;20%;6;10;12;87,494093;8,70E+01;8,80E+01;1,9%;20,5%
12531;2;2;1;20%;10;0,1;7;3,855549;3,83E+00;3,88E+00;13,9%;0,6%
12532;2;2;1;20%;10;0,2;8;6,229533;6,19E+00;6,26E+00;8,6%;1,5%
12533;2;2;1;20%;10;0,5;9;10,870089;1,08E+01;1,09E+01;5,1%;2,9%
12534;2;2;1;20%;10;1;10;15,943750;1,59E+01;1,60E+01;2,9%;4,9%
12536;2;2;1;20%;10;5;12;31,438736;3,13E+01;3,16E+01;0,9%;10,0%
12537;2;2;1;20%;10;10;13;39,985508;3,97E+01;4,02E+01;0,5%;12,8%
12539;2;2;1;50%;2;0,2;3;28,041250;2,80E+01;2,81E+01;56,3%;6,0%
12541;2;2;1;50%;2;1;6;84,146223;8,39E+01;8,43E+01;26,9%;17,2%
12543;2;2;1;50%;2;5;10;189,239217;1,89E+02;1,90E+02;9,2%;34,9%
12545;2;2;1;50%;6;0,1;6;5,580824;5,55E+00;5,61E+00;21,3%;0,8%
12546;2;2;1;50%;6;0,2;7;8,668832;8,62E+00;8,71E+00;14,1%;1,7%
12547;2;2;1;50%;6;0,5;8;14,823146;1,47E+01;1,49E+01;8,9%;3,2%
12548;2;2;1;50%;6;1;9;21,023146;2,09E+01;2,11E+01;5,3%;5,2%
12549;2;2;1;50%;6;2;10;28,664904;2,85E+01;2,88E+01;3,1%;7,8%
12550;2;2;1;50%;6;5;11;41,136058;4,09E+01;4,14E+01;1,8%;10,7%
12551;2;2;1;50%;6;10;12;51,881387;5,15E+01;5,22E+01;1,0%;14,0%
12553;2;2;1;50%;10;0,2;9;2,957802;2,93E+00;2,99E+00;4,8%;0,5%
12554;2;2;1;50%;10;0,5;10;4,757555;4,71E+00;4,80E+00;2,5%;1,1%
12555;2;2;1;50%;10;1;11;6,644918;6,59E+00;6,70E+00;1,3%;2,0%
12556;2;2;1;50%;10;2;12;9,210714;9,14E+00;9,29E+00;0,6%;3,3%
12558;2;2;1;50%;10;10;13;15,792926;1,56E+01;1,60E+01;0,3%;5,0%
12559;2;2;1;80%;2;0,1;3;15,752232;1,57E+01;1,58E+01;55,8%;4,9%
12560;2;2;1;80%;2;0,2;4;26,539835;2,65E+01;2,66E+01;43,8%;7,4%
12564;2;2;1;80%;2;5;11;145,625069;1,45E+02;1,46E+02;4,1%;35,2%
12565;2;2;1;80%;2;10;12;181,618338;1,81E+02;1,82E+02;2,8%;39,2%
12566;2;2;1;80%;3;0,1;4;11,048578;1,10E+01;1,11E+01;42,3%;2,2%
12567;2;2;1;80%;3;0,2;5;17,817060;1,78E+01;1,79E+01;31,4%;3,7%
12569;2;2;1;80%;3;1;8;44,367788;4,42E+01;4,45E+01;10,2%;11,8%
12571;2;2;1;80%;3;5;11;85,507761;8,52E+01;8,58E+01;2,5%;23,8%
12572;2;2;1;80%;3;10;12;106,014011;1,06E+02;1,06E+02;1,5%;27,9%
12573;2;2;1;80%;4;0,1;6;7,846085;7,80E+00;7,89E+00;21,6%;2,2%
12574;2;2;1;80%;4;0,2;6;12,153984;1,21E+01;1,22E+01;21,6%;2,2%
12575;2;2;1;80%;4;0,5;8;20,306525;2,02E+01;2,04E+01;9,1%;5,8%
12576;2;2;1;80%;4;1;9;28,519093;2,84E+01;2,86E+01;5,5%;8,5%
12577;2;2;1;80%;4;2;10;38,262500;3,81E+01;3,84E+01;3,1%;11,7%
12578;2;2;1;80%;4;5;11;52,715522;5,25E+01;5,30E+01;1,7%;15,3%
12579;2;2;1;80%;4;10;12;64,925137;6,46E+01;6,53E+01;0,9%;19,0%
12580;2;2;1;80%;5;0,1;6;5,483420;5,45E+00;5,51E+00;21,3%;0,8%
12581;2;2;1;80%;5;0,2;7;8,211937;8,17E+00;8,26E+00;14,0%;1,5%
12583;2;2;1;80%;5;1;9;18,632967;1,85E+01;1,87E+01;5,0%;4,3%
12584;2;2;1;80%;5;2;10;24,633173;2,45E+01;2,48E+01;2,8%;6,5%
12586;2;2;1;80%;5;10;12;41,802335;4,15E+01;4,21E+01;0,7%;12,3%
12588;2;2;1;80%;6;0,2;8;5,439986;5,40E+00;5,48E+00;8,5%;1,1%
